Ticker_Nome;Ticker;Nome;Market
IBOV - Ibovespa;IBOV;Ibovespa;B3
ABEV3 - Ambev;ABEV3;Ambev;B3
COGN3 - Cogna;COGN3;Cogna;B3
HAPV3 - Hapvida;HAPV3;Hapvida;B3
BBDC4 - Banco Bradesco;BBDC4;Banco Bradesco;B3
ITUB4 - Itaú Unibanco;ITUB4;Itaú Unibanco;B3
GOLL4 - GOL;GOLL4;GOL;B3
MGLU3 - Magazine Luiza;MGLU3;Magazine Luiza;B3
B3SA3 - B3;B3SA3;B3;B3
CIEL3 - Cielo;CIEL3;Cielo;B3
ITSA4 - Itaúsa;ITSA4;Itaúsa;B3
VALE3 - Vale;VALE3;Vale;B3
PETR4 - Petrobras;PETR4;Petrobras;B3
CMIG4 - CEMIG;CMIG4;CEMIG;B3
AZUL4 - Azul;AZUL4;Azul;B3
ASAI3 - Assaí;ASAI3;Assaí;B3
EMBR3 - Embraer;EMBR3;Embraer;B3
EQTL3 - Equatorial Energia;EQTL3;Equatorial Energia;B3
BBAS3 - Banco do Brasil;BBAS3;Banco do Brasil;B3
AMER3 - Americanas;AMER3;Americanas;B3
RAIZ4 - Raízen;RAIZ4;Raízen;B3
SUZB3 - Suzano;SUZB3;Suzano;B3
LREN3 - Lojas Renner;LREN3;Lojas Renner;B3
RAIL3 - Rumo;RAIL3;Rumo;B3
CPLE6 - Copel;CPLE6;Copel;B3
ELET3 - Eletrobras;ELET3;Eletrobras;B3
SOMA3 - Grupo Soma;SOMA3;Grupo Soma;B3
MRVE3 - MRV;MRVE3;MRV;B3
PCAR3 - Grupo Pão de Açúcar;PCAR3;Grupo Pão de Açúcar;B3
PETZ3 - Petz;PETZ3;Petz;B3
GGBR4 - Gerdau;GGBR4;Gerdau;B3
WEGE3 - WEG;WEGE3;WEG;B3
CSAN3 - Cosan;CSAN3;Cosan;B3
CMIN3 - CSN Mineração;CMIN3;CSN Mineração;B3
RENT3 - Localiza;RENT3;Localiza;B3
BRFS3 - BRF;BRFS3;BRF;B3
CVCB3 - CVC;CVCB3;CVC;B3
BEEF3 - Minerva;BEEF3;Minerva;B3
ENEV3 - Eneva;ENEV3;Eneva;B3
IFCM3 - Infracommerce;IFCM3;Infracommerce;B3
USIM5 - Usiminas;USIM5;Usiminas;B3
SBSP3 - Sabesp;SBSP3;Sabesp;B3
RADL3 - RaiaDrogasil;RADL3;RaiaDrogasil;B3
AZEV4 - Azevedo & Travassos;AZEV4;Azevedo & Travassos;B3
JBSS3 - JBS;JBSS3;JBS;B3
RDOR3 - Rede D'Or;RDOR3;Rede D'Or;B3
PETR3 - Petrobras;PETR3;Petrobras;B3
PRIO3 - PetroRio;PRIO3;PetroRio;B3
NTCO3 - Natura;NTCO3;Natura;B3
HBSA3 - Hidrovias do Brasil;HBSA3;Hidrovias do Brasil;B3
CCRO3 - Grupo CCR;CCRO3;Grupo CCR;B3
CRFB3 - Carrefour Brasil;CRFB3;Carrefour Brasil;B3
BBDC3 - Banco Bradesco;BBDC3;Banco Bradesco;B3
AMBP3 - Ambipar;AMBP3;Ambipar;B3
TIMS3 - TIM;TIMS3;TIM;B3
CYRE3 - Cyrela;CYRE3;Cyrela;B3
ANIM3 - Ânima Educação;ANIM3;Ânima Educação;B3
POMO4 - Marcopolo;POMO4;Marcopolo;B3
CSNA3 - Siderúrgica Nacional;CSNA3;Siderúrgica Nacional;B3
MRFG3 - Marfrig;MRFG3;Marfrig;B3
ONCO3 - Oncoclínicas;ONCO3;Oncoclínicas;B3
VAMO3 - Grupo Vamos;VAMO3;Grupo Vamos;B3
VBBR3 - Vibra Energia;VBBR3;Vibra Energia;B3
GMAT3 - Grupo Mateus;GMAT3;Grupo Mateus;B3
BBSE3 - BB Seguridade;BBSE3;BB Seguridade;B3
LWSA3 - Locaweb;LWSA3;Locaweb;B3
CPLE3 - Copel;CPLE3;Copel;B3
TOTS3 - Totvs;TOTS3;Totvs;B3
YDUQ3 - YDUQS;YDUQ3;YDUQS;B3
MOVI3 - Movida;MOVI3;Movida;B3
ALOS3 - Allos;ALOS3;Allos;B3
LJQQ3 - Lojas Quero-Quero;LJQQ3;Lojas Quero-Quero;B3
SLCE3 - SLC Agrícola;SLCE3;SLC Agrícola;B3
GOAU4 - Metalúrgica Gerdau;GOAU4;Metalúrgica Gerdau;B3
SIMH3 - Simpar;SIMH3;Simpar;B3
AURE3 - Auren Energia;AURE3;Auren Energia;B3
QUAL3 - Qualicorp;QUAL3;Qualicorp;B3
STBP3 - Santos Brasil;STBP3;Santos Brasil;B3
ECOR3 - EcoRodovias;ECOR3;EcoRodovias;B3
UGPA3 - Ultrapar;UGPA3;Ultrapar;B3
ALPA4 - Alpargatas;ALPA4;Alpargatas;B3
FLRY3 - Fleury;FLRY3;Fleury;B3
RRRP3 - 3R Petroleum;RRRP3;3R Petroleum;B3
BHIA3 - Casas Bahia;BHIA3;Casas Bahia;B3
CBAV3 - CBA;CBAV3;CBA;B3
BRAP4 - Bradespar;BRAP4;Bradespar;B3
HYPE3 - Hypera;HYPE3;Hypera;B3
AESB3 - AES Brasil;AESB3;AES Brasil;B3
MATD3 - Mater Dei;MATD3;Mater Dei;B3
TRPL4 - Transmissão Paulista;TRPL4;Transmissão Paulista;B3
RAPT4 - Randon;RAPT4;Randon;B3
MULT3 - Multiplan;MULT3;Multiplan;B3
JHSF3 - JHSF;JHSF3;JHSF;B3
VIVT3 - Vivo;VIVT3;Vivo;B3
CXSE3 - Caixa Seguridade;CXSE3;Caixa Seguridade;B3
GGPS3 - GPS;GGPS3;GPS;B3
MLAS3 - Multilaser;MLAS3;Multilaser;B3
BMGB4 - Banco BMG;BMGB4;Banco BMG;B3
TRAD3 - Traders Club;TRAD3;Traders Club;B3
DXCO3 - Dexco;DXCO3;Dexco;B3
VIVA3 - Vivara;VIVA3;Vivara;B3
DIRR3 - Direcional;DIRR3;Direcional;B3
BRKM5 - Braskem;BRKM5;Braskem;B3
TEND3 - Construtora Tenda;TEND3;Construtora Tenda;B3
CPFE3 - CPFL Energia;CPFE3;CPFL Energia;B3
SBFG3 - Grupo SBF;SBFG3;Grupo SBF;B3
GUAR3 - Guararapes;GUAR3;Guararapes;B3
VVEO3 - Viveo;VVEO3;Viveo;B3
ENAT3 - Enauta;ENAT3;Enauta;B3
GFSA3 - Gafisa;GFSA3;Gafisa;B3
ELET6 - Eletrobras;ELET6;Eletrobras;B3
SMFT3 - Smart Fit;SMFT3;Smart Fit;B3
CEAB3 - C&A;CEAB3;C&A;B3
POSI3 - Positivo;POSI3;Positivo;B3
INTB3 - Intelbras;INTB3;Intelbras;B3
EZTC3 - EZTEC;EZTC3;EZTEC;B3
ARZZ3 - Arezzo;ARZZ3;Arezzo;B3
RCSL4 - Recrusul;RCSL4;Recrusul;B3
CURY3 - Cury;CURY3;Cury;B3
BPAN4 - Banco Pan;BPAN4;Banco Pan;B3
OIBR3 - Oi;OIBR3;Oi;B3
RECV3 - PetroRecôncavo;RECV3;PetroRecôncavo;B3
CLSA3 - ClearSale;CLSA3;ClearSale;B3
SRNA3 - Serena Energia;SRNA3;Serena Energia;B3
BRSR6 - Banrisul;BRSR6;Banrisul;B3
KLBN4 - Klabin;KLBN4;Klabin;B3
AZEV3 - Azevedo & Travassos;AZEV3;Azevedo & Travassos;B3
CASH3 - Méliuz;CASH3;Méliuz;B3
KRSA3 - Kora Saúde;KRSA3;Kora Saúde;B3
SAPR4 - Sanepar;SAPR4;Sanepar;B3
SMTO3 - São Martinho;SMTO3;São Martinho;B3
PSSA3 - Porto Seguro;PSSA3;Porto Seguro;B3
EGIE3 - Engie;EGIE3;Engie;B3
MYPK3 - Iochpe-Maxion;MYPK3;Iochpe-Maxion;B3
PLPL3 - Plano&Plano;PLPL3;Plano&Plano;B3
MDIA3 - M. Dias Branco;MDIA3;M. Dias Branco;B3
RANI3 - Irani;RANI3;Irani;B3
TTEN3 - 3tentos;TTEN3;3tentos;B3
CSMG3 - COPASA;CSMG3;COPASA;B3
GRND3 - Grendene;GRND3;Grendene;B3
DASA3 - Dasa;DASA3;Dasa;B3
ENJU3 - Enjoei;ENJU3;Enjoei;B3
ODPV3 - Odontoprev;ODPV3;Odontoprev;B3
KEPL3 - Kepler Weber;KEPL3;Kepler Weber;B3
FESA4 - Ferbasa;FESA4;Ferbasa;B3
LIGT3 - Light;LIGT3;Light;B3
AMAR3 - Lojas Marisa;AMAR3;Lojas Marisa;B3
ABCB4 - Banco ABC Brasil;ABCB4;Banco ABC Brasil;B3
PGMN3 - Pague Menos;PGMN3;Pague Menos;B3
CAML3 - Camil Alimentos;CAML3;Camil Alimentos;B3
EVEN3 - Even;EVEN3;Even;B3
IRBR3 - IRB Brasil RE;IRBR3;IRB Brasil RE;B3
MILS3 - Mills;MILS3;Mills;B3
ZAMP3 - Zamp;ZAMP3;Zamp;B3
PDGR3 - PDG Realty;PDGR3;PDG Realty;B3
VITT3 - Vittia;VITT3;Vittia;B3
TRIS3 - Trisul;TRIS3;Trisul;B3
DESK3 - Desktop;DESK3;Desktop;B3
MTRE3 - Mitre Realty;MTRE3;Mitre Realty;B3
PTBL3 - Portobello;PTBL3;Portobello;B3
SEER3 - Ser Educacional;SEER3;Ser Educacional;B3
VULC3 - Vulcabras;VULC3;Vulcabras;B3
NEOE3 - Neoenergia;NEOE3;Neoenergia;B3
ITUB3 - Itaú Unibanco;ITUB3;Itaú Unibanco;B3
JALL3 - Jalles Machado;JALL3;Jalles Machado;B3
JFEN3 - João Fortes;JFEN3;João Fortes;B3
LAVV3 - Lavvi Incorporadora;LAVV3;Lavvi Incorporadora;B3
PRNR3 - Priner;PRNR3;Priner;B3
ORVR3 - Orizon;ORVR3;Orizon;B3
SOJA3 - Boa Safra Sementes;SOJA3;Boa Safra Sementes;B3
BRIT3 - Brisanet;BRIT3;Brisanet;B3
USIM3 - Usiminas;USIM3;Usiminas;B3
JSLG3 - JSL;JSLG3;JSL;B3
ARML3 - Armac;ARML3;Armac;B3
ESPA3 - Espaçolaser;ESPA3;Espaçolaser;B3
PNVL3 - Dimed;PNVL3;Dimed;B3
MDNE3 - Moura Dubeux;MDNE3;Moura Dubeux;B3
FRAS3 - Fras-le;FRAS3;Fras-le;B3
DEXP3 - Dexxos;DEXP3;Dexxos;B3
SAPR3 - Sanepar;SAPR3;Sanepar;B3
WIZC3 - Wiz Soluções;WIZC3;Wiz Soluções;B3
HBOR3 - Helbor;HBOR3;Helbor;B3
TUPY3 - Tupy;TUPY3;Tupy;B3
SHUL4 - Schulz;SHUL4;Schulz;B3
TASA4 - Taurus;TASA4;Taurus;B3
BMOB3 - Bemobi;BMOB3;Bemobi;B3
OPCT3 - OceanPact;OPCT3;OceanPact;B3
TFCO4 - Track & Field;TFCO4;Track & Field;B3
SEQL3 - Sequoia Logística;SEQL3;Sequoia Logística;B3
VLID3 - Valid;VLID3;Valid;B3
PORT3 - Wilson Sons;PORT3;Wilson Sons;B3
CSED3 - Cruzeiro do Sul Educacional;CSED3;Cruzeiro do Sul Educacional;B3
POMO3 - Marcopolo;POMO3;Marcopolo;B3
MEAL3 - IMC Alimentação;MEAL3;IMC Alimentação;B3
ROMI3 - Indústrias ROMI;ROMI3;Indústrias ROMI;B3
LEVE3 - Mahle Metal Leve;LEVE3;Mahle Metal Leve;B3
FIQE3 - Unifique;FIQE3;Unifique;B3
SHOW3 - Time For Fun;SHOW3;Time For Fun;B3
KLBN3 - Klabin;KLBN3;Klabin;B3
MELK3 - Melnick;MELK3;Melnick;B3
TAEE4 - Taesa;TAEE4;Taesa;B3
NGRD3 - Neogrid;NGRD3;Neogrid;B3
RCSL3 - Recrusul;RCSL3;Recrusul;B3
SYNE3 - SYN;SYNE3;SYN;B3
AGXY3 - AgroGalaxy;AGXY3;AgroGalaxy;B3
AGRO3 - BrasilAgro;AGRO3;BrasilAgro;B3
LOGG3 - LOG CP;LOGG3;LOG CP;B3
ALPK3 - Estapar;ALPK3;Estapar;B3
HBRE3 - HBR Realty;HBRE3;HBR Realty;B3
UNIP6 - Unipar;UNIP6;Unipar;B3
INEP4 - Inepar;INEP4;Inepar;B3
PINE4 - Banco Pine;PINE4;Banco Pine;B3
CMIG3 - CEMIG;CMIG3;CEMIG;B3
AERI3 - Aeris Energy;AERI3;Aeris Energy;B3
INEP3 - Inepar;INEP3;Inepar;B3
VSTE3 - LE LIS BLANC;VSTE3;LE LIS BLANC;B3
TGMA3 - Tegma;TGMA3;Tegma;B3
DMVF3 - D1000 Varejo Farma;DMVF3;D1000 Varejo Farma;B3
ETER3 - Eternit;ETER3;Eternit;B3
BIOM3 - Biomm;BIOM3;Biomm;B3
BLAU3 - Blau Farmacêutica;BLAU3;Blau Farmacêutica;B3
LPSB3 - Lopes;LPSB3;Lopes;B3
ELMD3 - Eletromidia;ELMD3;Eletromidia;B3
TAEE3 - Taesa;TAEE3;Taesa;B3
PFRM3 - Profarma;PFRM3;Profarma;B3
BRAP3 - Bradespar;BRAP3;Bradespar;B3
ITSA3 - Itaúsa;ITSA3;Itaúsa;B3
ALLD3 - Allied;ALLD3;Allied;B3
LUPA3 - Lupatech;LUPA3;Lupatech;B3
SANB4 - Banco Santander;SANB4;Banco Santander;B3
CTNM4 - Coteminas;CTNM4;Coteminas;B3
MBLY3 - Mobly;MBLY3;Mobly;B3
SCAR3 - São Carlos;SCAR3;São Carlos;B3
RNEW4 - Renova Energia;RNEW4;Renova Energia;B3
AALR3 - Alliança;AALR3;Alliança;B3
PMAM3 - Paranapanema;PMAM3;Paranapanema;B3
LAND3 - Terra Santa;LAND3;Terra Santa;B3
ATMP3 - Atma;ATMP3;Atma;B3
WHRL4 - Whirlpool;WHRL4;Whirlpool;B3
SANB3 - Banco Santander;SANB3;Banco Santander;B3
EUCA4 - Eucatex;EUCA4;Eucatex;B3
RAPT3 - Randon;RAPT3;Randon;B3
TECN3 - Technos;TECN3;Technos;B3
VIVR3 - Viver;VIVR3;Viver;B3
SGPS3 - Springs;SGPS3;Springs;B3
GOAU3 - Metalúrgica Gerdau;GOAU3;Metalúrgica Gerdau;B3
OIBR4 - Oi;OIBR4;Oi;B3
CAMB3 - Cambuci;CAMB3;Cambuci;B3
TCSA3 - Tecnisa;TCSA3;Tecnisa;B3
RPMG3 - Refinaria de Manguinhos;RPMG3;Refinaria de Manguinhos;B3
UCAS3 - Unicasa;UCAS3;Unicasa;B3
OFSA3 - Ourofino Saúde Animal;OFSA3;Ourofino Saúde Animal;B3
PDTC3 - Padtec;PDTC3;Padtec;B3
GGBR3 - Gerdau;GGBR3;Gerdau;B3
CSUD3 - CSU Cardsystem;CSUD3;CSU Cardsystem;B3
LOGN3 - Log-In;LOGN3;Log-In;B3
FRIO3 - Metalfrio;FRIO3;Metalfrio;B3
BPAC5 - Banco BTG Pactual;BPAC5;Banco BTG Pactual;B3
TPIS3 - Triunfo;TPIS3;Triunfo;B3
NINJ3 - GetNinjas;NINJ3;GetNinjas;B3
WEST3 - Westwing;WEST3;Westwing;B3
LVTC3 - WDC Networks;LVTC3;WDC Networks;B3
IGTI3 - Jereissati Participações;IGTI3;Jereissati Participações;B3
IGTI3 - Iguatemi;IGTI3;Iguatemi;B3
AVLL3 - Alphaville;AVLL3;Alphaville;B3
BEES3 - Banestes;BEES3;Banestes;B3
UNIP3 - Unipar;UNIP3;Unipar;B3
ALUP4 - Alupar;ALUP4;Alupar;B3
RSID3 - Rossi Residencial;RSID3;Rossi Residencial;B3
BPAC3 - Banco BTG Pactual;BPAC3;Banco BTG Pactual;B3
EALT4 - Electro Aço Altona;EALT4;Electro Aço Altona;B3
PTNT4 - Pettenati;PTNT4;Pettenati;B3
DOTZ3 - Dotz;DOTZ3;Dotz;B3
RNEW3 - Renova Energia;RNEW3;Renova Energia;B3
CTSA4 - Santanense;CTSA4;Santanense;B3
TASA3 - Taurus;TASA3;Taurus;B3
EPAR3 - Embpar Participações;EPAR3;Embpar Participações;B3
HAGA4 - Haga;HAGA4;Haga;B3
COCE5 - Coelce;COCE5;Coelce;B3
AZEV11 - Azevedo & Travassos;AZEV11;Azevedo & Travassos;B3
BEES4 - Banestes;BEES4;Banestes;B3
MTSA4 - Metisa;MTSA4;Metisa;B3
DEXP4 - Dexxos;DEXP4;Dexxos;B3
BRSR3 - Banrisul;BRSR3;Banrisul;B3
BAZA3 - Banco da Amazônia;BAZA3;Banco da Amazônia;B3
ENGI3 - Energisa;ENGI3;Energisa;B3
HAGA3 - Haga;HAGA3;Haga;B3
CEBR3 - CEB;CEBR3;CEB;B3
BRKM3 - Braskem;BRKM3;Braskem;B3
SNSY3 - Sansuy;SNSY3;Sansuy;B3
FHER3 - Fertilizantes Heringer;FHER3;Fertilizantes Heringer;B3
PTNT3 - Pettenati;PTNT3;Pettenati;B3
ENGI4 - Energisa;ENGI4;Energisa;B3
BMEB4 - Banco Mercantil do Brasil;BMEB4;Banco Mercantil do Brasil;B3
BOBR4 - Bombril;BOBR4;Bombril;B3
ATOM3 - ATOM;ATOM3;ATOM;B3
ALUP3 - Alupar;ALUP3;Alupar;B3
GOLL11 - GOL;GOLL11;GOL;B3
SNSY5 - Sansuy;SNSY5;Sansuy;B3
EQPA3 - Equatorial Energia Pará;EQPA3;Equatorial Energia Pará;B3
NUTR3 - Nutriplant;NUTR3;Nutriplant;B3
CLSC4 - Celesc;CLSC4;Celesc;B3
CGRA4 - Grazziotin;CGRA4;Grazziotin;B3
RDNI3 - RNI;RDNI3;RNI;B3
BAHI3 - Bahema;BAHI3;Bahema;B3
ENMT4 - Energisa MT;ENMT4;Energisa MT;B3
CRPG5 - Tronox Pigmentos;CRPG5;Tronox Pigmentos;B3
MNPR3 - Minupar;MNPR3;Minupar;B3
UNIP5 - Unipar;UNIP5;Unipar;B3
CEBR6 - CEB;CEBR6;CEB;B3
ALPA3 - Alpargatas;ALPA3;Alpargatas;B3
PINE3 - Banco Pine;PINE3;Banco Pine;B3
BMEB3 - Banco Mercantil do Brasil;BMEB3;Banco Mercantil do Brasil;B3
IGTI4 - Jereissati Participações;IGTI4;Jereissati Participações;B3
IGTI4 - Iguatemi;IGTI4;Iguatemi;B3
TELB4 - Telebras;TELB4;Telebras;B3
REDE3 - Rede Energia;REDE3;Rede Energia;B3
EKTR4 - Elektro;EKTR4;Elektro;B3
RPAD5 - Alfa Holdings;RPAD5;Alfa Holdings;B3
TRPL3 - Transmissão Paulista;TRPL3;Transmissão Paulista;B3
PEAB3 - Participações Aliança da Bahia;PEAB3;Participações Aliança da Bahia;B3
EQMA3B - Equatorial Maranhão;EQMA3B;Equatorial Maranhão;B3
CGRA3 - Grazziotin;CGRA3;Grazziotin;B3
CEBR5 - CEB;CEBR5;CEB;B3
CGAS5 - Comgás;CGAS5;Comgás;B3
MNDL3 - Mundial;MNDL3;Mundial;B3
PEAB4 - Participações Aliança da Bahia;PEAB4;Participações Aliança da Bahia;B3
EMAE4 - EMAE;EMAE4;EMAE;B3
AHEB3 - São Paulo Turismo;AHEB3;São Paulo Turismo;B3
EUCA3 - Eucatex;EUCA3;Eucatex;B3
FIEI3 - Fica;FIEI3;Fica;B3
AFLT3 - Afluente T;AFLT3;Afluente T;B3
WHRL3 - Whirlpool;WHRL3;Whirlpool;B3
OSXB3 - OSX Brasil;OSXB3;OSX Brasil;B3
HOOT4 - Hotéis Othon;HOOT4;Hotéis Othon;B3
BMIN4 - Banco Mercantil de Investimentos;BMIN4;Banco Mercantil de Investimentos;B3
CLSC3 - Celesc;CLSC3;Celesc;B3
GEPA4 - Rio Paranapanema Energia;GEPA4;Rio Paranapanema Energia;B3
CEDO4 - Cedro Têxtil;CEDO4;Cedro Têxtil;B3
CBEE3 - Ampla Energia;CBEE3;Ampla Energia;B3
BSLI3 - Banco de Brasília;BSLI3;Banco de Brasília;B3
PSVM11 - PSVM11;PSVM11;PSVM11;B3
PLAS3 - Plascar;PLAS3;Plascar;B3
CGAS3 - Comgás;CGAS3;Comgás;B3
RSUL4 - Metalúrgica Riosulense;RSUL4;Metalúrgica Riosulense;B3
APER3 - Alper;APER3;Alper;B3
CEEB3 - COELBA;CEEB3;COELBA;B3
COCE3 - Coelce;COCE3;Coelce;B3
MGEL4 - Mangels;MGEL4;Mangels;B3
GSHP3 - General Shopping & Outlets;GSHP3;General Shopping & Outlets;B3
NEXP3 - Brasil Brokers;NEXP3;Brasil Brokers;B3
CTSA3 - Santanense;CTSA3;Santanense;B3
BAUH4 - Excelsior;BAUH4;Excelsior;B3
HBTS5 - Habitasul;HBTS5;Habitasul;B3
WLMM4 - WLM;WLMM4;WLM;B3
CEDO3 - Cedro Têxtil;CEDO3;Cedro Têxtil;B3
BGIP4 - Banese;BGIP4;Banese;B3
CTKA4 - Karsten;CTKA4;Karsten;B3
FESA3 - Ferbasa;FESA3;Ferbasa;B3
BALM4 - Baumer;BALM4;Baumer;B3
BSLI4 - Banco de Brasília;BSLI4;Banco de Brasília;B3
MWET4 - Wetzel;MWET4;Wetzel;B3
NORD3 - Nordon;NORD3;Nordon;B3
MAPT4 - Cemepe;MAPT4;Cemepe;B3
DOHL4 - Döhler;DOHL4;Döhler;B3
BMKS3 - Monark;BMKS3;Monark;B3
ESTR4 - Estrela;ESTR4;Estrela;B3
TELB3 - Telebras;TELB3;Telebras;B3
CTKA3 - Karsten;CTKA3;Karsten;B3
LIPR3 - Eletropar;LIPR3;Eletropar;B3
BGIP3 - Banese;BGIP3;Banese;B3
CSRN3 - COSERN;CSRN3;COSERN;B3
BRSR5 - Banrisul;BRSR5;Banrisul;B3
HETA4 - Hercules;HETA4;Hercules;B3
DMFN3 - DM Financeira;DMFN3;DM Financeira;B3
RPAD6 - Alfa Holdings;RPAD6;Alfa Holdings;B3
ENMT3 - Energisa MT;ENMT3;Energisa MT;B3
AHEB5 - São Paulo Turismo;AHEB5;São Paulo Turismo;B3
MRSA3B - MRS Logística;MRSA3B;MRS Logística;B3
CPLE5 - Copel;CPLE5;Copel;B3
DOHL3 - Döhler;DOHL3;Döhler;B3
DTCY3 - Dtcom;DTCY3;Dtcom;B3
BDLL4 - Bardella;BDLL4;Bardella;B3
MRSA5B - MRS Logística;MRSA5B;MRS Logística;B3
MTSA3 - Metisa;MTSA3;Metisa;B3
MRSA6B - MRS Logística;MRSA6B;MRS Logística;B3
BMIN3 - Banco Mercantil de Investimentos;BMIN3;Banco Mercantil de Investimentos;B3
BRKM6 - Braskem;BRKM6;Braskem;B3
TEKA3 - Teka;TEKA3;Teka;B3
CRPG6 - Tronox Pigmentos;CRPG6;Tronox Pigmentos;B3
ELET5 - Eletrobras;ELET5;Eletrobras;B3
TKNO4 - Tekno;TKNO4;Tekno;B3
CALI3 - Adolpho Lindenberg;CALI3;Adolpho Lindenberg;B3
WLMM3 - WLM;WLMM3;WLM;B3
LUXM4 - Trevisa;LUXM4;Trevisa;B3
EALT3 - Electro Aço Altona;EALT3;Electro Aço Altona;B3
JOPA3 - Josapar;JOPA3;Josapar;B3
BNBR3 - Banco do Nordeste;BNBR3;Banco do Nordeste;B3
PINE11 - Banco Pine;PINE11;Banco Pine;B3
GEPA3 - Rio Paranapanema Energia;GEPA3;Rio Paranapanema Energia;B3
PATI3 - Panatlântica;PATI3;Panatlântica;B3
AACG - ATA Creativity Global - American Depositary Shares, each representing two common shares;AACG;ATA Creativity Global - American Depositary Shares, each representing two common shares;Nasdaq
AACI - Armada Acquisition Corp. I - Common Stock;AACI;Armada Acquisition Corp. I - Common Stock;Nasdaq
AACIU - Armada Acquisition Corp. I - Unit;AACIU;Armada Acquisition Corp. I - Unit;Nasdaq
AACIW - Armada Acquisition Corp. I - Warrant;AACIW;Armada Acquisition Corp. I - Warrant;Nasdaq
AADI - Aadi Bioscience, Inc. - Common Stock;AADI;Aadi Bioscience, Inc. - Common Stock;Nasdaq
AADR - AdvisorShares Dorsey Wright ADR ETF;AADR;AdvisorShares Dorsey Wright ADR ETF;Nasdaq
AAGR - African Agriculture Holdings Inc. - Common Stock;AAGR;African Agriculture Holdings Inc. - Common Stock;Nasdaq
AAGRW - African Agriculture Holdings Inc. - Warrant;AAGRW;African Agriculture Holdings Inc. - Warrant;Nasdaq
AAL - American Airlines Group, Inc. - Common Stock;AAL;American Airlines Group, Inc. - Common Stock;Nasdaq
AAME - Atlantic American Corporation - Common Stock;AAME;Atlantic American Corporation - Common Stock;Nasdaq
AAOI - Applied Optoelectronics, Inc. - Common Stock;AAOI;Applied Optoelectronics, Inc. - Common Stock;Nasdaq
AAON - AAON, Inc. - Common Stock;AAON;AAON, Inc. - Common Stock;Nasdaq
AAPB - GraniteShares 2x Long AAPL Daily ETF;AAPB;GraniteShares 2x Long AAPL Daily ETF;Nasdaq
AAPD - Direxion Daily AAPL Bear 1X Shares;AAPD;Direxion Daily AAPL Bear 1X Shares;Nasdaq
AAPL - Apple Inc. - Common Stock;AAPL;Apple Inc. - Common Stock;Nasdaq
AAPU - Direxion Daily AAPL Bull 2X Shares;AAPU;Direxion Daily AAPL Bull 2X Shares;Nasdaq
AAXJ - iShares MSCI All Country Asia ex Japan ETF;AAXJ;iShares MSCI All Country Asia ex Japan ETF;Nasdaq
ABAT - American Battery Technology Company - Common Stock;ABAT;American Battery Technology Company - Common Stock;Nasdaq
ABCB - Ameris Bancorp - Common Stock;ABCB;Ameris Bancorp - Common Stock;Nasdaq
ABCL - AbCellera Biologics Inc. - Common Shares;ABCL;AbCellera Biologics Inc. - Common Shares;Nasdaq
ABCS - Alpha Blue Capital US Small-Mid Cap Dynamic ETF;ABCS;Alpha Blue Capital US Small-Mid Cap Dynamic ETF;Nasdaq
ABEO - Abeona Therapeutics Inc. - Common Stock;ABEO;Abeona Therapeutics Inc. - Common Stock;Nasdaq
ABIO - ARCA biopharma, Inc. - Common Stock;ABIO;ARCA biopharma, Inc. - Common Stock;Nasdaq
ABL - Abacus Life, Inc. - Class A Common Stock;ABL;Abacus Life, Inc. - Class A Common Stock;Nasdaq
ABLLL - Abacus Life, Inc. - 9.875% Fixed Rate Senior Notes due 2028;ABLLL;Abacus Life, Inc. - 9.875% Fixed Rate Senior Notes due 2028;Nasdaq
ABLLW - Abacus Life, Inc. - Warrant;ABLLW;Abacus Life, Inc. - Warrant;Nasdaq
ABLV - Able View Global Inc. - Class B Ordinary Shares;ABLV;Able View Global Inc. - Class B Ordinary Shares;Nasdaq
ABLVW - Able View Global Inc. - Warrant;ABLVW;Able View Global Inc. - Warrant;Nasdaq
ABNB - Airbnb, Inc. - Class A Common Stock;ABNB;Airbnb, Inc. - Class A Common Stock;Nasdaq
ABOS - Acumen Pharmaceuticals, Inc. - Common Stock;ABOS;Acumen Pharmaceuticals, Inc. - Common Stock;Nasdaq
ABSI - Absci Corporation - Common Stock;ABSI;Absci Corporation - Common Stock;Nasdaq
ABTS - Abits Group Inc - Ordinary Shares;ABTS;Abits Group Inc - Ordinary Shares;Nasdaq
ABUS - Arbutus Biopharma Corporation - Common Stock;ABUS;Arbutus Biopharma Corporation - Common Stock;Nasdaq
ABVC - ABVC BioPharma, Inc. - Common Stock;ABVC;ABVC BioPharma, Inc. - Common Stock;Nasdaq
ABVE - Above Food Ingredients Inc. - Common Stock;ABVE;Above Food Ingredients Inc. - Common Stock;Nasdaq
ABVEW - Above Food Ingredients Inc. - Warrant;ABVEW;Above Food Ingredients Inc. - Warrant;Nasdaq
ABVX - Abivax SA - American Depositary Shares;ABVX;Abivax SA - American Depositary Shares;Nasdaq
ACAB - Atlantic Coastal Acquisition Corp. II - Class A Common Stock;ACAB;Atlantic Coastal Acquisition Corp. II - Class A Common Stock;Nasdaq
ACABU - Atlantic Coastal Acquisition Corp. II - Unit;ACABU;Atlantic Coastal Acquisition Corp. II - Unit;Nasdaq
